,label
178262,positive
103854,positive
89867,positive
327986,positive
310633,positive
219129,positive
422676,positive
278690,positive
417631,positive
474020,positive
320304,positive
469799,positive
61308,positive
448429,positive
109573,positive
366945,positive
21857,positive
234174,positive
228276,positive
402577,positive
244821,positive
422808,positive
281498,positive
228972,positive
134559,positive
218509,positive
365701,positive
159579,positive
445939,positive
337704,positive
380972,positive
412275,positive
54769,positive
312705,positive
340258,positive
18238,positive
286792,positive
28678,positive
449948,positive
363950,positive
426612,positive
411756,positive
115426,positive
105088,positive
325961,positive
275983,positive
158880,positive
332687,positive
353719,positive
363620,positive
102896,positive
389777,positive
318726,positive
403858,positive
62962,positive
322032,positive
168250,positive
422597,positive
384262,positive
460936,positive
41751,positive
460911,positive
397566,positive
421616,positive
342643,positive
388587,positive
96455,positive
90931,positive
218619,positive
461179,positive
426482,positive
446927,positive
53846,positive
253410,positive
456438,positive
321284,positive
306288,positive
48002,positive
168999,positive
196696,positive
455542,positive
17167,positive
70607,positive
149774,positive
143517,positive
306147,positive
336640,positive
24426,positive
251228,positive
210796,positive
287123,positive
62244,positive
313977,positive
332384,positive
87209,positive
224714,positive
7719,positive
370149,positive
422850,positive
168691,positive
191835,positive
255648,positive
186508,positive
200719,positive
399471,positive
78855,positive
452313,positive
446846,positive
78333,positive
426917,positive
20958,positive
86326,positive
106640,positive
135327,positive
298637,positive
424312,positive
442346,positive
488680,positive
281652,positive
44177,positive
288274,positive
117556,positive
64082,positive
70080,positive
395720,positive
437941,positive
264046,positive
197370,positive
447940,positive
96153,positive
408079,positive
339805,positive
278772,positive
288451,positive
210186,positive
175474,positive
252813,positive
253703,positive
447238,positive
281598,positive
455245,positive
209702,positive
282969,positive
320619,positive
54900,positive
8008,positive
297665,positive
437822,positive
229481,positive
25440,positive
247446,positive
60162,positive
88487,positive
430478,positive
458236,positive
383561,positive
156314,positive
462161,positive
235931,positive
174200,positive
113765,positive
270448,positive
101329,positive
119408,positive
171196,positive
151843,positive
134126,positive
87215,positive
253910,positive
78266,positive
87697,positive
481010,positive
372070,positive
257063,positive
231858,positive
151109,positive
478656,positive
412790,positive
318010,positive
453277,positive
429367,positive
461137,positive
278661,positive
439122,positive
55791,positive
359353,positive
399185,positive
102770,positive
443769,positive
294500,positive
385622,positive
277961,positive
322833,positive
15152,positive
288595,positive
478446,positive
457530,positive
375333,positive
430126,positive
420679,positive
208377,positive
78439,positive
31020,positive
204082,positive
290010,positive
158094,positive
77234,positive
353802,positive
440128,positive
163672,positive
4199,positive
273931,positive
193304,positive
404088,positive
119668,positive
138339,positive
312346,positive
357570,positive
99218,positive
163706,positive
230951,positive
87818,positive
88871,positive
459445,positive
404169,positive
285811,positive
330870,positive
46342,positive
306310,positive
279935,positive
458178,positive
349790,positive
311486,positive
330938,positive
394332,positive
83559,positive
99759,positive
213133,positive
331279,positive
286735,positive
412979,positive
73674,positive
364895,positive
482686,positive
402218,positive
315788,positive
134643,positive
27645,positive
393149,positive
164070,positive
389044,positive
78292,positive
167054,positive
124329,positive
164387,positive
150016,positive
206311,positive
44277,positive
17494,positive
13871,positive
445870,positive
443082,positive
73740,positive
139848,positive
88924,positive
157156,positive
190551,positive
403892,positive
115578,positive
57682,positive
199732,positive
341514,positive
331289,positive
374412,positive
31029,positive
393835,positive
217171,positive
175509,positive
52082,positive
28309,positive
383448,positive
180544,positive
343785,positive
406829,positive
394913,positive
146212,positive
257821,positive
464946,positive
238391,positive
425372,positive
384388,positive
67358,positive
247336,positive
171137,positive
853,positive
392401,positive
484541,positive
396265,positive
271381,positive
214432,positive
333172,positive
3886,positive
232727,positive
376101,positive
327021,positive
212737,positive
216717,positive
290456,positive
205152,positive
419704,positive
449807,positive
190173,positive
186447,positive
124579,positive
39345,positive
464049,positive
257543,positive
121687,positive
135174,positive
23922,positive
309053,positive
449932,positive
174650,positive
65397,positive
358544,positive
269415,positive
50058,positive
337247,positive
437556,positive
219705,positive
23690,positive
243383,positive
28640,positive
104683,positive
235033,positive
48934,positive
22577,positive
421578,positive
18028,positive
196574,positive
338498,positive
214764,positive
65529,positive
389822,positive
128556,positive
326333,positive
235642,positive
41070,positive
356689,positive
276709,positive
354384,positive
445944,positive
425199,positive
10918,positive
289124,positive
435045,positive
401214,positive
400720,positive
141103,positive
82328,positive
385964,positive
422494,positive
37304,positive
486449,positive
206000,positive
58268,positive
52973,positive
197265,positive
336444,positive
454676,positive
457849,positive
262874,positive
116461,positive
202789,positive
400839,positive
269357,positive
418892,positive
1588,positive
165663,positive
20604,positive
484377,positive
424410,positive
461268,positive
370537,positive
304516,positive
185381,positive
476197,positive
247265,positive
392967,positive
265612,positive
168547,positive
351104,positive
485057,positive
345895,positive
230965,positive
282617,positive
42276,positive
90182,positive
449797,positive
340142,positive
267253,positive
94003,positive
285869,positive
207806,positive
431143,positive
56508,positive
87509,positive
364518,positive
380715,positive
135478,positive
270515,positive
259257,positive
56746,positive
273474,positive
355782,positive
410876,positive
398404,positive
114545,positive
70302,positive
468068,positive
143419,positive
98422,positive
355410,positive
286646,positive
134422,positive
207714,positive
279427,positive
186692,positive
223779,positive
431492,positive
9688,positive
142978,positive
324388,positive
187847,positive
427384,positive
438534,positive
145653,positive
64720,positive
162422,positive
477719,positive
234081,positive
266673,positive
424998,positive
99222,positive
282245,positive
402778,positive
2763,positive
239849,positive
224959,positive
355853,positive
267203,positive
289889,positive
388030,positive
359028,positive
428183,positive
50230,positive
106353,positive
111046,positive
134337,positive
325118,positive
102417,positive
263387,positive
381097,positive
122045,positive
242832,positive
139710,positive
431884,positive
70513,positive
383135,positive
40286,positive
55807,positive
451847,positive
137799,positive
196190,positive
415486,positive
242300,positive
161466,positive
230871,positive
1141,positive
414076,positive
72095,positive
359889,positive
451132,positive
9858,positive
132888,positive
59994,positive
244205,positive
112751,positive
464256,positive
179864,positive
66990,positive
392983,positive
286520,positive
406895,positive
312903,positive
349690,positive
373563,positive
398548,positive
340678,positive
341895,positive
382477,positive
300081,positive
91525,positive
243513,positive
471208,positive
117940,positive
342706,positive
393453,positive
151080,positive
46825,positive
279731,positive
469046,positive
269841,positive
113223,positive
55518,positive
471344,positive
464454,positive
324323,positive
35095,positive
265389,positive
310161,positive
158642,positive
454130,positive
146700,positive
490356,positive
50744,positive
226649,positive
418420,positive
152368,positive
206523,positive
221281,positive
144842,positive
310266,positive
273157,positive
119801,positive
213580,positive
426225,positive
279484,positive
379481,positive
394796,positive
444141,positive
159836,positive
118923,positive
238623,positive
106446,positive
358335,positive
171937,positive
340365,positive
335192,positive
413506,positive
438662,positive
246499,positive
228283,positive
36385,positive
209928,positive
401608,positive
312342,positive
7013,positive
5243,positive
126458,positive
243528,positive
377665,positive
206439,positive
260472,positive
411874,positive
364064,positive
482540,positive
265354,positive
195432,positive
374512,positive
258634,positive
397927,positive
320877,positive
457846,positive
4158,positive
140032,positive
181750,positive
220220,positive
376713,positive
191640,positive
404167,positive
265027,positive
276063,positive
180466,positive
257448,positive
55625,positive
432654,positive
453899,positive
353701,positive
405791,positive
321818,positive
188024,positive
178647,positive
159535,positive
29699,positive
262084,positive
328364,positive
162232,positive
104192,positive
149274,positive
166296,positive
283731,positive
84982,positive
482227,positive
244527,positive
287932,positive
465371,positive
404809,positive
469629,positive
439809,positive
252228,positive
116272,positive
427785,positive
283419,positive
398244,positive
49559,positive
121203,positive
218383,positive
205746,positive
119825,positive
332916,positive
173876,positive
46151,positive
353508,positive
170693,positive
30996,positive
289256,positive
386746,positive
348708,positive
277881,positive
398862,positive
96936,positive
218814,positive
118638,positive
198606,positive
473034,positive
372749,positive
3893,positive
78488,positive
197000,positive
454918,positive
325513,positive
444268,positive
270898,positive
164571,positive
118184,positive
279807,positive
259315,positive
83616,positive
181171,positive
167201,positive
268101,positive
132227,positive
466603,positive
384874,positive
151539,positive
152894,positive
43973,positive
115101,positive
345211,positive
487580,positive
481063,positive
409144,positive
14534,positive
189244,positive
441971,positive
271259,positive
259465,positive
288653,positive
18324,positive
468196,positive
382900,positive
272103,positive
18536,positive
100215,positive
77401,positive
189111,positive
75979,positive
16485,positive
333091,positive
193518,positive
429934,positive
333464,positive
423861,positive
420879,positive
234083,positive
249722,positive
12231,positive
204663,positive
265623,positive
415926,positive
11259,positive
298753,positive
291222,positive
386295,positive
47705,positive
183230,positive
195539,positive
10804,positive
301267,positive
352849,positive
246449,positive
403397,positive
188760,positive
60808,positive
133200,positive
96757,positive
44058,positive
306800,positive
339999,positive
429637,positive
320223,positive
186327,positive
352077,positive
300724,positive
287909,positive
87756,positive
98604,positive
280553,positive
375166,positive
159414,positive
74828,positive
73743,positive
222171,positive
190034,positive
113002,positive
223935,positive
18988,positive
342247,positive
180995,positive
24553,positive
28993,positive
472484,positive
96368,positive
367686,positive
378499,positive
193760,positive
65129,positive
79826,positive
15722,positive
274027,positive
221179,positive
385150,positive
112767,positive
37532,positive
446368,positive
85353,positive
138951,positive
59770,positive
368664,positive
281034,positive
372993,positive
351034,positive
27351,positive
475253,positive
46058,positive
376704,positive
13668,positive
124380,positive
74530,positive
64190,positive
126514,positive
227902,positive
126761,positive
352846,positive
405062,positive
146737,positive
153783,positive
430593,positive
361837,positive
492173,positive
421957,positive
492304,positive
245122,positive
93657,positive
446148,positive
484938,positive
379465,positive
202697,positive
300981,positive
407792,positive
414019,positive
435849,positive
108607,positive
133272,positive
227814,positive
187076,positive
2213,positive
448578,positive
33590,positive
243212,positive
26420,positive
163982,positive
137568,positive
64602,positive
183300,positive
215058,positive
234273,positive
286623,positive
376330,positive
8592,positive
39243,positive
42119,positive
384459,positive
333757,positive
102420,positive
34599,positive
341936,positive
53782,positive
358937,positive
410323,positive
373326,positive
460646,positive
474248,positive
454026,positive
351446,positive
168955,positive
434548,positive
30967,positive
79547,positive
8094,positive
8551,positive
232302,positive
252861,positive
281135,positive
284998,positive
366587,positive
112236,positive
42589,positive
68968,positive
387190,positive
258134,positive
183633,positive
264308,positive
225022,positive
166871,positive
221135,positive
146805,positive
93060,positive
304095,positive
279218,positive
176805,positive
248422,positive
277613,positive
462324,positive
3654,positive
342027,positive
64694,positive
384599,positive
424757,positive
178396,positive
196932,positive
61345,positive
420671,positive
64401,positive
353917,positive
403476,positive
262034,positive
464139,positive
118707,positive
210524,positive
161810,positive
352892,positive
34856,positive
208904,positive
297067,positive
307474,positive
385913,positive
400191,positive
241537,positive
248058,positive
359893,positive
372785,positive
461955,positive
410467,positive
263584,positive
485067,positive
290046,positive
77893,positive
420819,positive
107038,positive
362875,positive
38621,positive
192212,positive
5172,positive
217044,positive
421786,positive
458089,positive
333178,positive
470095,positive
187363,positive
6493,positive
402179,positive
186161,positive
76420,positive
111375,positive
431722,positive
40180,positive
17229,positive
372479,positive
58823,positive
481045,positive
181912,positive
342554,positive
382507,positive
225766,positive
488067,positive
491791,positive
141474,positive
374671,positive
253545,positive
299440,positive
342630,positive
465784,positive
197301,positive
317238,positive
468012,positive
93205,positive
14467,positive
446540,positive
458209,positive
239689,positive
91729,positive
450481,positive
164359,positive
279726,positive
288200,positive
39392,positive
139081,positive
300547,positive
192552,positive
480178,positive
426799,positive
56307,positive
417260,positive
404100,positive
355777,positive
88265,positive
199856,positive
433344,positive
205612,positive
204354,positive
76509,positive
270818,positive
94426,positive
347957,positive
116192,positive
310581,positive
207314,positive
203805,positive
305043,positive
368814,positive
144226,positive
462616,positive
263969,positive
413714,positive
247412,positive
103090,positive
289948,positive
171389,positive
19843,positive
328231,positive
228355,positive
482645,positive
448372,positive
146160,positive
248314,positive
434016,positive
196620,positive
301469,positive
27451,positive
194549,positive
193133,positive
456146,positive
241687,positive
384948,positive
280949,positive
143332,positive
110913,positive
69956,positive
236979,positive
42194,positive
162539,positive
399831,positive
239043,positive
361676,positive
290540,positive
239237,positive
322306,positive
446313,positive
367221,positive
20852,positive
28946,positive
123473,positive
101202,positive
482422,positive
104399,positive
438334,positive
1786,positive
293745,positive
139993,positive
44492,positive
38058,positive
475799,positive
237634,positive
217435,positive
52395,positive
337934,positive
142476,positive
428815,positive
454321,positive
433924,positive
79744,positive
355337,positive
124752,positive
434022,positive
373592,positive
277768,positive
250510,positive
186589,positive
174705,positive
49438,positive
343393,positive
313285,positive
355592,positive
74631,positive
333744,positive
42970,positive
376230,positive
405610,positive
114876,positive
275478,positive
243002,positive
84010,positive
127976,positive
153898,positive
423079,positive
363928,positive
388198,positive
459640,positive
108109,positive
5552,positive
407138,positive
413566,positive
372902,positive
122413,positive
97050,positive
53183,positive
100788,positive
240982,positive
282726,positive
471040,positive
67574,positive
47103,positive
466861,positive
222535,positive
177771,positive
194256,positive
193785,positive
57536,positive
283915,positive
254448,positive
366598,positive
81811,positive
434595,positive
252003,positive
392154,positive
52773,positive
433423,positive
148762,positive
154730,positive
338860,positive
92331,positive
434581,positive
491508,positive
262151,positive
472499,positive
57947,positive
375966,positive
290703,positive
171966,positive
32408,positive
445398,positive
268734,positive
46930,positive
345640,positive
259098,positive
145238,positive
234702,positive
402239,positive
260204,positive
206337,positive
44542,positive
19767,positive
34732,positive
72051,positive
257992,positive
273446,positive
247491,positive
374057,positive
246732,positive
287482,positive
426312,positive
277318,positive
175829,positive
140785,positive
235596,positive
157629,positive
34267,positive
238816,positive
26657,positive
426246,positive
170024,positive
452735,positive
383269,positive
2297,positive
111003,positive
430195,positive
314892,positive
475823,positive
124391,positive
339848,positive
425798,positive
5934,positive
185967,positive
114022,positive
415265,positive
289201,positive
260886,positive
376044,positive
97187,positive
460920,positive
161920,positive
447919,positive
367808,positive
146786,positive
39574,positive
207574,positive
175170,positive
392297,positive
413365,positive
475125,positive
305366,positive
122053,positive
221666,positive
93620,positive
205544,positive
153242,positive
389041,positive
124246,positive
323279,positive
145142,positive
344271,positive
91446,positive
251712,positive
287986,positive
159982,positive
216612,positive
144086,positive
213095,positive
10807,positive
307678,positive
465033,positive
175174,positive
160124,positive
264256,positive
61371,positive
343155,positive
249275,positive
163024,positive
58933,positive
75006,positive
102205,positive
283403,positive
413200,positive
202177,positive
181575,positive
117008,positive
411465,positive
267857,positive
304153,positive
382099,positive
68296,positive
303343,positive
440131,positive
452736,positive
162813,positive
465166,positive
383393,positive
330848,positive
328132,positive
3841,positive
428293,positive
284813,positive
86490,positive
161389,positive
42821,positive
281912,positive
39344,positive
131257,positive
83914,positive
56391,positive
289660,positive
70090,positive
319859,positive
462918,positive
219814,positive
336362,positive
40478,positive
471077,positive
104806,positive
419690,positive
223684,positive
341835,positive
487685,positive
28475,positive
97468,positive
342615,positive
234706,positive
137102,positive
258461,positive
368798,positive
257483,positive
272824,positive
279349,positive
122092,positive
34444,positive
147966,positive
401872,positive
332682,positive
189412,positive
398744,positive
425868,positive
109486,positive
220185,positive
203627,positive
34085,positive
350162,positive
108642,positive
435529,positive
128092,positive
212169,positive
400254,positive
374707,positive
367836,positive
273793,positive
141104,positive
101197,positive
61483,positive
51664,positive
426871,positive
486839,positive
380448,positive
482409,positive
28603,positive
291978,positive
150039,positive
483140,positive
121156,positive
209441,positive
14628,positive
413172,positive
73008,positive
31722,positive
430604,positive
452358,positive
470646,positive
488449,positive
33925,positive
198346,positive
314819,positive
459455,positive
247679,positive
345185,positive
56565,positive
426095,positive
490023,positive
321629,positive
435242,positive
306589,positive
152291,positive
378488,positive
304272,positive
275381,positive
73122,positive
382159,positive
13416,positive
107115,positive
316465,positive
208042,positive
215183,positive
61501,positive
319775,positive
259778,positive
228505,positive
212652,positive
147028,positive
465080,positive
337338,positive
408836,positive
70053,positive
67853,positive
127990,positive
209088,positive
305216,positive
411747,positive
255151,positive
63195,positive
484027,positive
7980,positive
124100,positive
212756,positive
443313,positive
53528,positive
65602,positive
15409,positive
162475,positive
10046,positive
279855,positive
96565,positive
443409,positive
135466,positive
40357,positive
372737,positive
268892,positive
357226,positive
73719,positive
144698,positive
126073,positive
6049,positive
77825,positive
465458,positive
399740,positive
39817,positive
246778,positive
8477,positive
286752,positive
304368,positive
105915,positive
422960,positive
316773,positive
110338,positive
3068,positive
57069,positive
241261,positive
150556,positive
11258,positive
197089,positive
314656,positive
448250,positive
76150,positive
14878,positive
262731,positive
159303,positive
385425,positive
486878,positive
48815,positive
408196,positive
159779,positive
70291,positive
245495,positive
115864,positive
21790,positive
480950,positive
44848,positive
190802,positive
484831,positive
426368,positive
179462,positive
157262,positive
426306,positive
442736,positive
73033,positive
123623,positive
198217,positive
102425,positive
308950,positive
439934,positive
404504,positive
393032,positive
342870,positive
249146,positive
389573,positive
59278,positive
28680,positive
203606,positive
19238,positive
133866,positive
168482,positive
81582,positive
36377,positive
172288,positive
464982,positive
97830,positive
52743,positive
473522,positive
372734,positive
301968,positive
168721,positive
432653,positive
82209,positive
266540,positive
123248,positive
345446,positive
171627,positive
48588,positive
431847,positive
415512,positive
24356,positive
271091,positive
221024,positive
262423,positive
254146,positive
169441,positive
403326,positive
255186,positive
245760,positive
242809,positive
305482,positive
474644,positive
220412,positive
124174,positive
446630,positive
249625,positive
31357,positive
327120,positive
364173,positive
308567,positive
37338,positive
370394,positive
344083,positive
318266,positive
435745,positive
179599,positive
87208,positive
137620,positive
332184,positive
404011,positive
114307,positive
461790,positive
303937,positive
156273,positive
104670,positive
132048,positive
218427,positive
437018,positive
78329,positive
272713,positive
213833,positive
174679,positive
165834,positive
440761,positive
337738,positive
474753,positive
124547,positive
277031,positive
141302,positive
22683,positive
65396,positive
331585,positive
272883,positive
371747,positive
305253,positive
306415,positive
89992,positive
232494,positive
195980,positive
328169,positive
206596,positive
58074,positive
387703,positive
244726,positive
243480,positive
410258,positive
137209,positive
56219,positive
420007,positive
130918,positive
437874,positive
374598,positive
345323,positive
265388,positive
306931,positive
386247,positive
449560,positive
481175,positive
162389,positive
478983,positive
186099,positive
441022,positive
413712,positive
450824,positive
217887,positive
73389,positive
162386,positive
295955,positive
357764,positive
224747,positive
36293,positive
455089,positive
439871,positive
404061,positive
481524,positive
18884,positive
23803,positive
261449,positive
320956,positive
481783,positive
352880,positive
105320,positive
104969,positive
210295,positive
386145,positive
480889,positive
353894,positive
292926,positive
420395,positive
209100,positive
92918,positive
327671,positive
227153,positive
409320,positive
64014,positive
128430,positive
52155,positive
164310,positive
435874,positive
216502,positive
295301,positive
146302,positive
306044,positive
16589,positive
389817,positive
386164,positive
140927,positive
42279,positive
8404,positive
363564,positive
278164,positive
209146,positive
214955,positive
82739,positive
156261,positive
173189,positive
112259,positive
271215,positive
317560,positive
126453,positive
20023,positive
23263,positive
401494,positive
83648,positive
129005,positive
360848,positive
311569,positive
426203,positive
273463,positive
407338,positive
66093,positive
447014,positive
48236,positive
45209,positive
294214,positive
164030,positive
188132,positive
368998,positive
90631,positive
304844,positive
229043,positive
152414,positive
234044,positive
274158,positive
470977,positive
480771,positive
34841,positive
318810,positive
179711,positive
24962,positive
91249,positive
201504,positive
431785,positive
372501,positive
93555,positive
335381,positive
214166,positive
158911,positive
200269,positive
219808,positive
21006,positive
170619,positive
111472,positive
338680,positive
180087,positive
419002,positive
428880,positive
262780,positive
409200,positive
411005,positive
369492,positive
19165,positive
216372,positive
18713,positive
299873,positive
246794,positive
468349,positive
182210,positive
477257,positive
309757,positive
432125,positive
349107,positive
352988,positive
384724,positive
479499,positive
364269,positive
308930,positive
456828,positive
123503,positive
261121,positive
492910,positive
61042,positive
381551,positive
364282,positive
395586,positive
375097,positive
198323,positive
318692,positive
8732,positive
297645,positive
322645,positive
258141,positive
285783,positive
231204,positive
229673,positive
254643,positive
376780,positive
213492,positive
273991,positive
60615,positive
291284,positive
123559,positive
257595,positive
79227,positive
337125,positive
207833,positive
85363,positive
299287,positive
454981,positive
60717,positive
38936,positive
475565,positive
297808,positive
195091,positive
330284,positive
220829,positive
181600,positive
186047,positive
323442,positive
268642,positive
362938,positive
378371,positive
454754,positive
363825,positive
29146,positive
457118,positive
168959,positive
302073,positive
364050,positive
116804,positive
244499,positive
304865,positive
6576,positive
48414,positive
354392,positive
458919,positive
269091,positive
343111,positive
281726,positive
173589,positive
321986,positive
106427,positive
484076,positive
293929,positive
52227,positive
19416,positive
10220,positive
341393,positive
174652,positive
45122,positive
104223,positive
414544,positive
202008,positive
65515,positive
380383,positive
74166,positive
143560,positive
47049,positive
36204,positive
396570,positive
431590,positive
210016,positive
160421,positive
96393,positive
116823,positive
466695,positive
92225,positive
240234,positive
107630,positive
466652,positive
277950,positive
61899,positive
357066,positive
396971,positive
154303,positive
296700,positive
368361,positive
190101,positive
438214,positive
247199,positive
81454,positive
84800,positive
346943,positive
313303,positive
389913,positive
108051,positive
225489,positive
6,positive
89268,positive
164760,positive
273397,positive
464516,positive
191815,positive
290135,positive
11756,positive
482210,positive
264872,positive
212813,positive
44929,positive
209887,positive
461630,positive
381233,positive
343661,positive
314182,positive
33889,positive
407322,positive
85493,positive
460066,positive
121092,positive
64116,positive
103340,positive
347196,positive
264522,positive
185027,positive
179251,positive
59677,positive
206342,positive
296698,positive
237763,positive
340337,positive
11584,positive
53456,positive
481445,positive
137964,positive
231502,positive
70593,positive
113422,positive
281264,positive
71204,positive
112455,positive
241245,positive
24308,positive
342960,positive
316930,positive
858,positive
75001,positive
423071,positive
424468,positive
181189,positive
214207,positive
480481,positive
94439,positive
25343,positive
134059,positive
355391,positive
7006,positive
444535,positive
470590,positive
1806,positive
287593,positive
142026,positive
332757,positive
118444,positive
180195,positive
476126,positive
131260,positive
263147,positive
451988,positive
422922,positive
32819,positive
401928,positive
342058,positive
142264,positive
103494,positive
484543,positive
387587,positive
437971,positive
374715,positive
48661,positive
83634,positive
2678,positive
462187,positive
12910,positive
50977,positive
343731,positive
424810,positive
334568,positive
490450,positive
295052,positive
485791,positive
44018,positive
323,positive
348385,positive
251383,positive
487153,positive
468814,positive
138475,positive
463936,positive
237510,positive
164374,positive
186359,positive
465724,positive
153181,positive
195609,positive
3189,positive
196188,positive
299350,positive
332664,positive
199329,positive
398057,positive
50437,positive
129845,positive
78449,positive
26895,positive
376545,positive
424451,positive
123913,positive
141990,positive
439478,positive
240456,positive
243520,positive
269079,positive
392300,positive
437511,positive
440928,positive
317891,positive
448947,positive
229983,positive
67437,positive
321724,positive
319313,positive
321546,positive
278162,positive
465164,positive
365731,positive
305814,positive
60147,positive
293025,positive
140381,positive
128616,positive
52922,positive
417814,positive
202730,positive
62803,positive
300290,positive
277349,positive
249552,positive
310814,positive
373857,positive
347409,positive
161867,positive
314302,positive
306163,positive
430594,positive
153731,positive
9455,positive
40875,positive
395684,positive
258974,positive
99837,positive
382171,positive
416012,positive
169568,positive
404183,positive
410164,positive
408335,positive
123745,positive
37437,positive
209791,positive
213441,positive
386343,positive
226650,positive
326384,positive
171285,positive
36135,positive
292904,positive
243550,positive
148831,positive
3471,positive
295072,positive
117407,positive
260109,positive
294851,positive
91242,positive
347700,positive
275016,positive
66455,positive
9569,positive
450303,positive
467924,positive
229713,positive
98391,positive
463581,positive
354168,positive
276749,positive
462425,positive
349978,positive
56214,positive
438561,positive
50731,positive
262877,positive
46963,positive
291806,positive
107557,positive
263926,positive
201410,positive
317496,positive
245107,positive
275626,positive
405940,positive
402910,positive
423449,positive
128709,positive
65089,positive
143958,positive
113182,positive
69174,positive
457110,positive
243850,positive
484497,positive
285784,positive
165621,positive
156801,positive
348245,positive
109531,positive
286141,positive
223003,positive
60045,positive
67407,positive
306607,positive
176674,positive
364786,positive
147089,positive
399179,positive
23202,positive
403025,positive
42969,positive
420950,positive
360083,positive
401032,positive
258387,positive
161231,positive
129351,positive
174320,positive
363373,positive
104876,positive
219552,positive
361093,positive
265053,positive
73395,positive
243932,positive
257130,positive
57272,positive
343951,positive
475910,positive
279333,positive
270487,positive
90990,positive
251481,positive
479759,positive
293888,positive
474146,positive
287606,positive
240433,positive
352718,positive
440826,positive
243804,positive
307437,positive
60248,positive
113303,positive
9974,positive
41238,positive
69584,positive
461943,positive
316781,positive
126614,positive
379570,positive
101195,positive
196626,positive
228825,positive
431808,positive
449187,positive
97097,positive
9668,positive
174077,positive
197263,positive
249998,positive
88766,positive
257242,positive
191427,positive
90723,positive
100250,positive
281457,positive
455033,positive
56363,positive
354092,positive
29144,positive
399068,positive
168557,positive
461436,positive
403997,positive
370180,positive
203088,positive
284202,positive
198307,positive
104938,positive
212630,positive
167589,positive
477438,positive
373368,positive
91368,positive
53701,positive
257283,positive
125239,positive
35977,positive
400370,positive
416322,positive
111775,positive
443794,positive
150187,positive
340802,positive
128289,positive
208106,positive
466993,positive
421770,positive
394089,positive
143629,positive
221327,positive
469916,positive
75391,positive
160338,positive
262799,positive
135752,positive
249134,positive
214624,positive
21520,positive
281537,positive
18152,positive
178760,positive
365522,positive
424295,positive
207526,positive
17555,positive
423383,positive
420368,positive
201223,positive
314875,positive
297349,positive
218085,positive
433082,positive
470691,positive
312787,positive
102563,positive
358175,positive
208592,positive
450500,positive
248418,positive
343861,positive
277867,positive
385458,positive
89379,positive
441466,positive
14169,positive
302463,positive
370490,positive
192940,positive
388505,positive
30229,positive
391294,positive
100561,positive
202727,positive
82248,positive
398698,positive
291635,positive
205682,positive
133509,positive
22595,positive
14405,positive
57026,positive
177191,positive
241411,positive
60091,positive
231073,positive
442953,positive
97296,positive
243082,positive
303134,positive
141777,positive
34394,positive
219139,positive
77111,positive
150010,positive
351857,positive
61594,positive
403024,positive
9122,positive
8246,positive
178499,positive
33291,positive
311637,positive
394792,positive
226743,positive
208276,positive
459056,positive
464202,positive
302652,positive
140636,positive
95018,positive
306504,positive
316492,positive
189265,positive
109175,positive
398849,positive
323201,positive
44692,positive
322815,positive
42227,positive
15789,positive
317716,positive
405082,positive
101365,positive
368712,positive
164117,positive
416220,positive
216022,positive
330737,positive
429580,positive
56668,positive
176384,positive
3881,positive
393055,positive
333847,positive
96957,positive
330019,positive
129310,positive
121123,positive
83083,positive
409580,positive
267899,positive
7654,positive
477673,positive
167344,positive
229759,positive
148937,positive
314926,positive
55081,positive
330272,positive
420732,positive
10195,positive
468005,positive
434111,positive
189079,positive
218559,positive
298245,positive
301230,positive
330993,positive
296543,positive
36303,positive
430254,positive
114635,positive
45456,positive
119214,positive
18685,positive
459123,positive
318148,positive
375996,positive
379666,positive
138874,positive
377348,positive
407477,positive
72941,positive
193617,positive
228045,positive
33998,positive
487199,positive
106885,positive
487420,positive
424529,positive
492533,positive
14998,positive
107254,positive
290993,positive
276383,positive
84285,positive
111474,positive
448591,positive
325298,positive
175515,positive
419409,positive
219923,positive
464427,positive
93398,positive
14241,positive
209493,positive
181303,positive
371545,positive
6112,positive
402394,positive
158684,positive
61201,positive
293661,positive
110814,positive
96337,positive
360858,positive
166761,positive
456575,positive
327055,positive
17090,positive
377457,positive
50404,positive
293343,positive
424422,positive
224186,positive
412427,positive
99028,positive
223596,positive
185098,positive
461449,positive
140110,positive
155837,positive
48000,positive
285888,positive
96650,positive
424685,positive
250646,positive
96312,positive
319495,positive
203065,positive
168412,positive
284365,positive
410358,positive
359037,positive
75589,positive
365483,positive
5247,positive
376300,positive
157250,positive
159321,positive
369611,positive
251552,positive
469563,positive
473080,positive
146593,positive
429677,positive
242107,positive
489102,positive
301354,positive
34457,positive
264353,positive
360652,positive
283490,positive
108037,positive
239665,positive
460299,positive
372400,positive
266702,positive
216207,positive
285658,positive
479426,positive
478872,positive
56592,positive
426608,positive
111833,positive
282141,positive
250736,positive
240134,positive
4054,positive
342480,positive
55015,positive
200314,positive
252602,positive
194056,positive
72800,positive
192276,positive
91664,positive
307090,positive
403510,positive
340898,positive
30889,positive
112839,positive
111240,positive
470170,positive
252727,positive
282799,positive
58950,positive
40682,positive
35680,positive
250219,positive
406873,positive
131466,positive
130803,positive
33339,positive
287419,positive
460866,positive
415003,positive
189774,positive
355195,positive
355934,positive
416325,positive
354482,positive
449836,positive
426026,positive
81247,positive
412121,positive
440541,positive
